session_id,timestamp,speed_mph,gps_lat,gps_lon,battery_pct,motor_temp_f,route_type
session_001,2025-03-01T08:03:31,33.87,34.098085,-118.240811,93.74,72.25,highway
session_001,2025-03-01T08:03:32,34.15,34.098119,-118.240777,93.71,76.37,highway
session_001,2025-03-01T08:03:33,33.74,34.098153,-118.240743,93.69,79.36,highway
session_001,2025-03-01T08:03:34,35.1,34.098188,-118.240708,93.67,75.08,highway
session_001,2025-03-01T08:03:35,35.84,34.098224,-118.240672,93.64,75.17,highway
session_001,2025-03-01T08:03:36,37.35,34.098262,-118.240635,93.62,74.58,highway
session_001,2025-03-01T08:03:37,37.83,34.098299,-118.240597,93.59,71.75,highway
session_001,2025-03-01T08:03:38,35.9,34.098335,-118.240561,93.58,70.59,highway
session_001,2025-03-01T08:03:39,35.24,34.09837,-118.240526,93.55,75.17,highway
session_001,2025-03-01T08:03:40,33.23,34.098404,-118.240493,93.51,75.94,highway
session_001,2025-03-01T08:03:41,30.27,34.098434,-118.240463,93.48,79.14,highway
session_001,2025-03-01T08:03:42,32.44,34.098466,-118.24043,93.46,79.74,highway
session_001,2025-03-01T08:03:43,35.06,34.098501,-118.240395,93.41,78.99,highway
session_001,2025-03-01T08:03:44,34.52,34.098536,-118.240361,93.4,79.43,highway
session_001,2025-03-01T08:03:45,33.68,34.09857,-118.240327,93.36,78.51,highway
session_001,2025-03-01T08:03:46,34.57,34.098604,-118.240292,93.32,71.6,highway
session_001,2025-03-01T08:03:47,34.47,34.098639,-118.240258,93.29,72.28,highway
session_001,2025-03-01T08:03:48,35.79,34.098675,-118.240222,93.25,77.04,highway
session_001,2025-03-01T08:03:49,36.52,34.098711,-118.240186,93.23,74.87,highway
session_001,2025-03-01T08:03:50,38.26,34.098749,-118.240147,93.21,75.6,highway
session_001,2025-03-01T08:03:51,35.5,34.098785,-118.240112,93.16,78.46,highway
session_001,2025-03-01T08:03:52,33.44,34.098818,-118.240078,93.11,73.76,highway
session_001,2025-03-01T08:03:53,32.96,34.098851,-118.240045,93.08,75.59,highway
session_001,2025-03-01T08:03:54,32.69,34.098884,-118.240013,93.04,79.07,highway
session_001,2025-03-01T08:03:55,35.6,34.098919,-118.239977,93.0,79.9,highway
session_001,2025-03-01T08:03:56,33.37,34.098953,-118.239944,92.97,79.8,highway
session_001,2025-03-01T08:03:57,31.48,34.098984,-118.239912,92.96,73.52,highway
session_001,2025-03-01T08:03:58,33.41,34.099018,-118.239879,92.93,79.51,highway
session_001,2025-03-01T08:03:59,34.11,34.099052,-118.239845,92.92,77.66,highway
session_001,2025-03-01T08:04:00,33.92,34.099086,-118.239811,92.89,76.03,highway
session_001,2025-03-01T08:04:01,33.51,34.099119,-118.239777,92.86,79.42,highway
session_001,2025-03-01T08:04:02,33.07,34.099152,-118.239744,92.81,73.02,highway
session_001,2025-03-01T08:04:03,33.58,34.099186,-118.239711,92.78,73.32,highway
session_001,2025-03-01T08:04:04,34.81,34.099221,-118.239676,92.75,72.13,highway
session_001,2025-03-01T08:04:05,33.27,34.099254,-118.239643,92.72,74.75,highway
session_001,2025-03-01T08:04:06,30.73,34.099285,-118.239612,92.68,72.1,highway
session_001,2025-03-01T08:04:07,29.13,34.099314,-118.239583,92.63,78.46,highway
session_001,2025-03-01T08:04:08,31.08,34.099345,-118.239552,92.6,78.83,highway
session_001,2025-03-01T08:04:09,29.02,34.099374,-118.239523,92.58,70.8,highway
session_001,2025-03-01T08:04:10,26.62,34.099401,-118.239496,92.57,78.88,highway
session_001,2025-03-01T08:04:11,26.05,34.099427,-118.23947,92.53,69.91,highway
session_001,2025-03-01T08:04:12,26.09,34.099453,-118.239444,92.5,75.82,highway
session_001,2025-03-01T08:04:13,24.61,34.099477,-118.239419,92.48,70.81,highway
session_001,2025-03-01T08:04:14,24.99,34.099502,-118.239394,92.47,76.16,highway
session_001,2025-03-01T08:04:15,24.48,34.099527,-118.23937,92.42,75.91,highway
session_001,2025-03-01T08:04:16,26.4,34.099553,-118.239343,92.4,78.94,highway
session_001,2025-03-01T08:04:17,26.78,34.09958,-118.239317,92.35,71.73,highway
session_001,2025-03-01T08:04:18,28.89,34.099609,-118.239288,92.3,76.82,highway
session_001,2025-03-01T08:04:19,28.01,34.099637,-118.23926,92.25,70.99,highway
session_001,2025-03-01T08:04:20,27.35,34.099664,-118.239232,92.24,74.08,highway
session_001,2025-03-01T08:04:21,26.6,34.099691,-118.239206,92.2,79.26,highway
session_001,2025-03-01T08:04:22,25.49,34.099716,-118.23918,92.18,75.73,highway
session_001,2025-03-01T08:04:23,26.8,34.099743,-118.239153,92.15,71.75,highway
session_001,2025-03-01T08:04:24,28.16,34.099771,-118.239125,92.12,77.93,highway
session_001,2025-03-01T08:04:25,30.94,34.099802,-118.239094,92.08,79.81,highway
session_001,2025-03-01T08:04:26,33.57,34.099836,-118.239061,92.03,74.72,highway
session_001,2025-03-01T08:04:27,36.08,34.099872,-118.239025,91.99,75.9,highway
session_001,2025-03-01T08:04:28,35.23,34.099907,-118.23899,91.97,77.67,highway
session_001,2025-03-01T08:04:29,34.17,34.099941,-118.238955,91.95,75.8,highway
session_001,2025-03-01T08:04:30,31.63,34.099973,-118.238924,91.92,76.7,highway
session_001,2025-03-01T08:04:31,29.23,34.100002,-118.238894,91.9,76.9,highway
session_001,2025-03-01T08:04:32,27.07,34.100029,-118.238867,91.85,71.01,highway
session_001,2025-03-01T08:04:33,24.75,34.100054,-118.238843,91.82,77.11,highway
session_001,2025-03-01T08:04:34,24.46,34.100078,-118.238818,91.77,76.73,highway
session_001,2025-03-01T08:04:35,23.5,34.100102,-118.238795,91.73,71.47,highway
session_001,2025-03-01T08:04:36,21.72,34.100124,-118.238773,91.71,70.86,highway
session_001,2025-03-01T08:04:37,22.42,34.100146,-118.238751,91.7,69.89,highway
session_001,2025-03-01T08:04:38,24.52,34.100171,-118.238726,91.66,71.21,highway
session_001,2025-03-01T08:04:39,25.5,34.100196,-118.238701,91.64,74.76,highway
session_001,2025-03-01T08:04:40,24.84,34.100221,-118.238676,91.6,71.52,highway
session_001,2025-03-01T08:04:41,22.3,34.100243,-118.238653,91.56,72.78,highway
session_001,2025-03-01T08:04:42,19.39,34.100263,-118.238634,91.52,76.68,highway
session_001,2025-03-01T08:04:43,17.0,34.10028,-118.238617,91.5,75.98,highway
session_001,2025-03-01T08:04:44,15.09,34.100295,-118.238602,91.46,71.15,highway
session_001,2025-03-01T08:04:45,12.62,34.100307,-118.238589,91.41,75.53,highway
session_001,2025-03-01T08:04:46,14.94,34.100322,-118.238574,91.38,74.78,highway
session_001,2025-03-01T08:04:47,14.14,34.100336,-118.23856,91.37,69.65,highway
session_001,2025-03-01T08:04:48,15.85,34.100352,-118.238544,91.33,78.28,highway
session_001,2025-03-01T08:04:49,18.34,34.100371,-118.238526,91.28,73.85,highway
session_001,2025-03-01T08:04:50,17.52,34.100388,-118.238509,91.25,73.35,highway
session_001,2025-03-01T08:04:51,18.6,34.100407,-118.23849,91.2,73.09,highway
session_001,2025-03-01T08:04:52,17.88,34.100425,-118.238472,91.17,74.49,highway
session_001,2025-03-01T08:04:53,14.89,34.10044,-118.238457,91.15,76.04,highway
session_001,2025-03-01T08:04:54,13.41,34.100453,-118.238444,91.14,71.32,highway
session_001,2025-03-01T08:04:55,13.2,34.100466,-118.238431,91.11,74.33,highway
session_001,2025-03-01T08:04:56,10.69,34.100477,-118.23842,91.07,76.08,highway
session_001,2025-03-01T08:04:57,9.83,34.100487,-118.23841,91.02,72.44,highway
session_001,2025-03-01T08:04:58,9.41,34.100496,-118.238401,91.0,77.5,highway
session_001,2025-03-01T08:04:59,9.35,34.100505,-118.238391,90.95,70.8,highway
session_001,2025-03-01T08:05:00,9.32,34.100515,-118.238382,90.94,70.86,highway
session_001,2025-03-01T08:05:01,9.66,34.100524,-118.238372,90.92,69.29,highway
session_001,2025-03-01T08:05:02,11.63,34.100536,-118.238361,90.88,72.76,highway
session_001,2025-03-01T08:05:03,11.51,34.100548,-118.238349,90.85,77.93,highway
session_001,2025-03-01T08:05:04,13.39,34.100561,-118.238336,90.83,68.48,highway
session_001,2025-03-01T08:05:05,12.31,34.100573,-118.238323,90.8,76.99,highway
session_001,2025-03-01T08:05:06,10.57,34.100584,-118.238313,90.76,68.7,highway
session_001,2025-03-01T08:05:07,13.24,34.100597,-118.2383,90.74,74.78,highway
session_001,2025-03-01T08:05:08,11.03,34.100608,-118.238289,90.71,74.05,highway
session_001,2025-03-01T08:05:09,13.26,34.100621,-118.238275,90.67,71.5,highway
session_001,2025-03-01T08:05:10,13.6,34.100635,-118.238262,90.62,73.6,highway
session_001,2025-03-01T08:05:11,15.28,34.10065,-118.238246,90.6,70.75,highway
session_001,2025-03-01T08:05:12,16.24,34.100666,-118.23823,90.59,74.24,highway
session_001,2025-03-01T08:05:13,14.2,34.100681,-118.238216,90.55,70.6,highway
session_001,2025-03-01T08:05:14,13.05,34.100694,-118.238203,90.5,72.55,highway
session_001,2025-03-01T08:05:15,14.15,34.100708,-118.238189,90.46,73.45,highway
session_001,2025-03-01T08:05:16,13.04,34.100721,-118.238176,90.44,75.19,highway
session_001,2025-03-01T08:05:17,15.33,34.100736,-118.23816,90.4,72.8,highway
session_001,2025-03-01T08:05:18,16.48,34.100753,-118.238144,90.38,73.75,highway
session_001,2025-03-01T08:05:19,16.76,34.100769,-118.238127,90.33,78.22,highway
session_001,2025-03-01T08:05:20,14.59,34.100784,-118.238113,90.31,76.87,highway
session_001,2025-03-01T08:05:21,12.86,34.100797,-118.2381,90.26,76.31,highway
session_001,2025-03-01T08:05:22,11.9,34.100809,-118.238088,90.22,76.39,highway
session_001,2025-03-01T08:05:23,12.79,34.100822,-118.238075,90.18,78.1,highway
